locus_tag,origin,strand,start,end,gene,pseudo,prot_id,prot_name,annot
NWMN_RS08990,NC_009641.1,-,1780333,1781451,ald,false,WP_000689998.1,"alanine dehydrogenase","n.a"
NWMN_RS14455,NC_009641.1,-,2767458,2768063,n.a,false,WP_001057051.1,"NAD(P)_binding protein","n.a"
NWMN_RS04080,NC_009641.1,+,807905,810436,secA,false,WP_000506531.1,"preprotein translocase subunit SecA","n.a"
NWMN_RS08530,NC_009641.1,-,1681303,1681731,ruvX,false,WP_000939059.1,"Holliday junction resolvase RuvX","n.a"
NWMN_RS15605,NC_009641.1,+,2627485,2627690,n.a,true,n.a,"hypothetical protein","n.a"
NWMN_RS01040,NC_009641.1,+,239903,240619,n.a,false,WP_000638475.1,"2_C_methyl_D_erythritol 4_phosphate cytidylyltransferase","n.a"
NWMN_RS01535,NC_009641.1,-,329483,330340,n.a,false,WP_000371250.1,"DUF4393 domain_containing protein","n.a"
NWMN_RS09790,NC_009641.1,-,1939013,1939357,n.a,false,WP_000290301.1,"YlbF/YmcA family competence regulator","n.a"
NWMN_RS06110,NC_009641.1,+,1181588,1182589,argF,false,WP_000793605.1,"ornithine carbamoyltransferase","n.a"
NWMN_RS07695,NC_009641.1,-,1530769,1533462,n.a,false,WP_000525078.1,"ATP_dependent helicase DinG","n.a"
NWMN_RS07635,NC_009641.1,-,1519758,1520090,n.a,false,WP_000516802.1,"DUF4889 domain_containing protein","n.a"
NWMN_RS12750,NC_009641.1,-,2429507,2432461,n.a,false,WP_001155264.1,"formate dehydrogenase subunit alpha","n.a"
NWMN_RS10405,NC_009641.1,-,2019808,2020041,n.a,false,WP_000762453.1,"helix_turn_helix transcriptional regulator","n.a"
NWMN_RS04715,NC_009641.1,+,924420,924995,lepB,false,WP_000711486.1,"signal peptidase I","n.a"
NWMN_RS07785,NC_009641.1,-,1548448,1548720,n.a,false,WP_001043863.1,"DNA_binding protein HU","n.a"
NWMN_RS00825,NC_009641.1,+,191468,192565,ugpC,false,WP_000818914.1,"sn_glycerol_3_phosphate ABC transporter ATP_binding protein UgpC","n.a"
NWMN_RS04960,NC_009641.1,-,982491,983699,n.a,false,WP_001795545.1,"MFS transporter","n.a"
NWMN_RS08890,NC_009641.1,-,1755538,1757199,n.a,false,WP_011443641.1,"PAS domain S_box protein","n.a"
NWMN_RS14035,NC_009641.1,+,2685413,2685844,n.a,false,WP_000455861.1,"CHAP domain_containing protein","n.a"
NWMN_RS01225,NC_009641.1,+,276286,279315,esaA,false,WP_000728955.1,"type VII secretion protein EsaA","n.a"
NWMN_RS04240,NC_009641.1,+,844514,844978,smpB,false,WP_001085185.1,"SsrA_binding protein SmpB","n.a"
NWMN_RS02930,NC_009641.1,+,575254,575862,n.a,false,WP_000020304.1,"class I SAM_dependent methyltransferase","n.a"
NWMN_RS13760,NC_009641.1,+,2625633,2625941,n.a,false,WP_000217710.1,"hypothetical protein","n.a"
NWMN_RS09830,NC_009641.1,+,1946848,1947210,n.a,false,WP_001790153.1,"hypothetical protein","n.a"
NWMN_RS11530,NC_009641.1,-,2215254,2215361,n.a,false,WP_001791781.1,"hypothetical protein","n.a"
NWMN_RS01725,NC_009641.1,+,350280,351221,n.a,false,WP_000560181.1,"phage tail protein","n.a"
NWMN_RS09825,NC_009641.1,-,1946334,1946729,n.a,false,WP_000901021.1,"hypothetical protein","n.a"
NWMN_RS13305,NC_009641.1,-,2540713,2542152,mdeA,true,n.a,"multidrug efflux MFS transporter MdeA","n.a"
NWMN_RS00120,NC_009641.1,+,29978,30778,n.a,false,WP_000088648.1,"MBL fold metallo_hydrolase","n.a"
NWMN_RS07120,NC_009641.1,+,1387116,1389821,acnA,false,WP_000729744.1,"aconitate hydratase AcnA","n.a"
NWMN_RS02465,NC_009641.1,+,491514,492977,n.a,false,WP_000503583.1,"glutamate synthase subunit beta","n.a"
NWMN_RS06975,NC_009641.1,-,1358985,1359173,n.a,false,WP_001027143.1,"hypothetical protein","n.a"
NWMN_RS00560,NC_009641.1,+,124480,125589,n.a,false,WP_001028293.1,"capsular polysaccharide biosynthesis protein CapF","n.a"
NWMN_RS10250,NC_009641.1,-,2006199,2006639,n.a,false,WP_001003272.1,"terminase small subunit","n.a"
NWMN_RS07430,NC_009641.1,-,1449812,1451155,brnQ,false,WP_001039275.1,"branched_chain amino acid transport system II carrier protein","n.a"
NWMN_RS14805,NC_009641.1,-,2848724,2849557,n.a,false,WP_001077826.1,"energy_coupling factor transporter transmembrane protein EcfT","n.a"
NWMN_RS11175,NC_009641.1,-,2144407,2146023,groL,false,WP_000240645.1,"chaperonin GroEL","n.a"
NWMN_RS11450,NC_009641.1,-,2196843,2197322,n.a,false,WP_001287088.1,"hypothetical protein","n.a"
NWMN_RS00655,NC_009641.1,+,143360,144121,n.a,false,WP_000197958.1,"ABC transporter permease","n.a"
NWMN_RS01920,NC_009641.1,-,389484,390185,tatC,false,WP_001795631.1,"twin_arginine translocase subunit TatC","n.a"
NWMN_RS03140,NC_009641.1,+,630314,631798,n.a,false,WP_000412514.1,"APC family permease","n.a"
NWMN_RS06940,NC_009641.1,-,1352364,1353389,n.a,false,WP_000622700.1,"low specificity L_threonine aldolase","n.a"
NWMN_RS02705,NC_009641.1,+,537337,539430,n.a,false,WP_001167887.1,"ATP_dependent metallopeptidase FtsH/Yme1/Tma family protein","n.a"
NWMN_RS09345,NC_009641.1,+,1861621,1862913,n.a,false,WP_000989121.1,"arsenite efflux transporter membrane subunit ArsB","n.a"
NWMN_RS06490,NC_009641.1,+,1261498,1261848,n.a,false,WP_000181404.1,"50S ribosomal protein L19","n.a"
NWMN_RS10960,NC_009641.1,-,2116322,2116528,n.a,false,WP_000195803.1,"DUF1381 domain_containing protein","n.a"
NWMN_RS12865,NC_009641.1,-,2454120,2455781,hutU,false,WP_001226823.1,"urocanate hydratase","n.a"
NWMN_RS06475,NC_009641.1,+,1259692,1259967,rpsP,false,WP_000268754.1,"30S ribosomal protein S16","n.a"
NWMN_RS07730,NC_009641.1,-,1539017,1539592,n.a,false,WP_000004947.1,"IDEAL domain_containing protein","n.a"
NWMN_RS03900,NC_009641.1,+,771685,773466,recQ,false,WP_000983677.1,"DNA helicase RecQ","n.a"
NWMN_RS02940,NC_009641.1,+,579792,583388,rpoC,false,WP_001788197.1,"DNA_directed RNA polymerase subunit beta'","n.a"
NWMN_RS13430,NC_009641.1,+,2562539,2563198,n.a,false,WP_000831298.1,"membrane protein","n.a"
NWMN_RS13365,NC_009641.1,-,2551014,2551706,n.a,false,WP_000286875.1,"6_carboxyhexanoate__CoA ligase","n.a"
NWMN_RS11275,NC_009641.1,-,2164453,2164581,n.a,false,WP_001790685.1,"hypothetical protein","n.a"
NWMN_RS00580,NC_009641.1,+,128474,129640,n.a,false,WP_000668180.1,"O_antigen ligase family protein","n.a"
NWMN_RS14385,NC_009641.1,-,2754196,2754639,n.a,false,WP_000708242.1,"antibiotic biosynthesis monooxygenase","n.a"
NWMN_RS14765,NC_009641.1,-,2841789,2842367,hisH,false,WP_000635623.1,"imidazole glycerol phosphate synthase subunit HisH","n.a"
NWMN_RS00785,NC_009641.1,-,180379,181971,n.a,false,WP_000067349.1,"ABC transporter ATP_binding protein","n.a"
NWMN_RS08595,NC_009641.1,-,1695646,1695774,n.a,false,WP_001790559.1,"hypothetical protein","n.a"
NWMN_RS00505,NC_009641.1,+,113484,113687,n.a,false,WP_001795504.1,"hypothetical protein","n.a"
NWMN_RS06650,NC_009641.1,+,1298871,1299221,rbfA,false,WP_000097322.1,"30S ribosome_binding factor RbfA","n.a"
NWMN_RS12930,NC_009641.1,+,2467335,2467943,n.a,false,WP_000348300.1,"DNA_3_methyladenine glycosylase","n.a"
NWMN_RS09160,NC_009641.1,-,1816227,1816331,n.a,false,WP_001791758.1,"hypothetical protein","n.a"
NWMN_RS00640,NC_009641.1,+,140781,141293,n.a,false,WP_000171919.1,"DUF4242 domain_containing protein","n.a"
NWMN_RS11420,NC_009641.1,-,2192598,2192960,n.a,false,WP_000621175.1,"type II toxin_antitoxin system PemK/MazF family toxin","n.a"
NWMN_RS00535,NC_009641.1,+,119469,120137,n.a,false,WP_000446299.1,"capsular polysaccharide type 5/8 biosynthesis protein CapA","n.a"
NWMN_RS04135,NC_009641.1,+,821721,822206,n.a,false,WP_001224793.1,"acetyltransferase","n.a"
NWMN_RS06310,NC_009641.1,+,1223523,1223735,n.a,false,WP_000998556.1,"hypothetical protein","n.a"
NWMN_RS05795,NC_009641.1,+,1122670,1123017,n.a,false,WP_001017815.1,"HK97 gp10 family phage protein","n.a"
NWMN_RS03750,NC_009641.1,-,743417,744034,n.a,false,WP_001191874.1,"DUF1361 domain_containing protein","n.a"
NWMN_RS10195,NC_009641.1,-,1998716,1999099,n.a,false,WP_000188649.1,"hypothetical protein","n.a"
NWMN_RS02580,NC_009641.1,+,514538,515377,rsmI,false,WP_000279926.1,"16S rRNA (cytidine(1402)_2'_O)_methyltransferase","n.a"
NWMN_RS10770,NC_009641.1,-,2085907,2087661,n.a,false,WP_001549158.1,"MAP domain_containing protein","n.a"
NWMN_RS05070,NC_009641.1,+,1003696,1003983,n.a,false,WP_000410720.1,"hypothetical protein","n.a"
NWMN_RS05895,NC_009641.1,+,1145481,1146164,isdC,false,WP_000789821.1,"heme uptake protein IsdC","n.a"
NWMN_RS04005,NC_009641.1,-,792994,793917,n.a,false,WP_000608440.1,"UDP_N_acetylmuramate dehydrogenase","n.a"
NWMN_RS12965,NC_009641.1,+,2473803,2474441,n.a,false,WP_000184227.1,"hypothetical protein","n.a"
NWMN_RS07190,NC_009641.1,-,1405881,1406066,n.a,false,WP_001123276.1,"4_oxalocrotonate tautomerase","n.a"
NWMN_RS14265,NC_009641.1,-,2731878,2732246,n.a,false,WP_000066352.1,"hypothetical protein","n.a"
NWMN_RS08865,NC_009641.1,-,1747906,1748931,gap,false,WP_000106141.1,"type I glyceraldehyde_3_phosphate dehydrogenase","n.a"
NWMN_RS15125,NC_009641.1,-,466375,466443,n.a,false,WP_014373779.1,"phenol_soluble modulin PSM_alpha_3","n.a"
NWMN_RS04445,NC_009641.1,+,875281,876588,sufD,false,WP_000205572.1,"Fe_S cluster assembly protein SufD","n.a"
NWMN_RS03235,NC_009641.1,+,647403,648023,n.a,false,WP_000882085.1,"DUF443 family protein","n.a"
NWMN_RS07710,NC_009641.1,-,1535651,1536793,bshA,false,WP_000690027.1,"N_acetyl_alpha_D_glucosaminyl L_malate synthase BshA","n.a"
NWMN_RS00270,NC_009641.1,+,58854,61052,n.a,false,WP_078061238.1,"helix_turn_helix domain_containing protein","n.a"
NWMN_RS13555,NC_009641.1,-,2588755,2589531,fetB,false,WP_000072147.1,"iron export ABC transporter permease subunit FetB","n.a"
NWMN_RS06675,NC_009641.1,+,1304379,1306052,n.a,false,WP_000052590.1,"ribonuclease J","n.a"
NWMN_RS11900,NC_009641.1,-,2282772,2290208,n.a,false,WP_001048286.1,"DUF1542 domain_containing protein","n.a"
NWMN_RS11285,NC_009641.1,-,2166382,2167407,tsaD,false,WP_000159034.1,"tRNA (adenosine(37)_N6)_threonylcarbamoyltransferase complex transferase subunit TsaD","n.a"
NWMN_RS06125,NC_009641.1,+,1185580,1185807,n.a,false,WP_000149423.1,"hypothetical protein","n.a"
NWMN_RS03305,NC_009641.1,+,658918,659025,n.a,false,WP_000655099.1,"hypothetical protein","n.a"
NWMN_RS08520,NC_009641.1,-,1680057,1680695,n.a,false,WP_000342266.1,"O_methyltransferase","n.a"
NWMN_RS06870,NC_009641.1,+,1348143,1348247,n.a,false,WP_000477492.1,"hypothetical protein","n.a"
NWMN_RS15680,NC_009641.1,+,295063,295170,n.a,false,WP_105846865.1,"DUF5080 family protein","n.a"
NWMN_RS11255,NC_009641.1,-,2159825,2160049,n.a,false,WP_000581077.1,"sulfurtransferase TusA family protein","n.a"
NWMN_RS13890,NC_009641.1,+,2659807,2660712,n.a,false,WP_011443661.1,"membrane protein","n.a"
NWMN_RS05465,NC_009641.1,-,1082358,1082525,n.a,false,WP_001250275.1,"YlaI family protein","n.a"
NWMN_RS07115,NC_009641.1,+,1384578,1386224,n.a,false,WP_001088979.1,"BCCT family transporter","n.a"
NWMN_RS11655,NC_009641.1,-,2233316,2233945,n.a,false,WP_000048712.1,"uracil phosphoribosyltransferase","n.a"
NWMN_RS12625,NC_009641.1,-,2408812,2409702,yut,false,WP_011443655.1,"urea transporter","n.a"
NWMN_RS15170,NC_009641.1,+,649671,649923,n.a,true,n.a,"hypothetical protein","n.a"
NWMN_RS09795,NC_009641.1,-,1939426,1940550,n.a,false,WP_000992527.1,"DUF445 domain_containing protein","n.a"
NWMN_RS00425,NC_009641.1,+,96537,97775,n.a,false,WP_000431234.1,"O_antigen ligase family protein","n.a"
NWMN_RS01005,NC_009641.1,+,232752,234848,n.a,false,WP_001012747.1,"transcription antiterminator","n.a"
NWMN_RS07645,NC_009641.1,-,1521970,1522314,gpsB,false,WP_001286320.1,"cell division regulator GpsB","n.a"
NWMN_RS12615,NC_009641.1,-,2406319,2407227,n.a,false,WP_000735038.1,"ABC transporter substrate_binding protein","n.a"
NWMN_RS07765,NC_009641.1,-,1545756,1546700,n.a,false,WP_001817755.1,"heptaprenyl diphosphate synthase subunit II","n.a"
NWMN_RS03625,NC_009641.1,+,722880,723353,n.a,false,WP_000833483.1,"cupin","n.a"
NWMN_RS01195,NC_009641.1,-,270322,271488,n.a,false,WP_000848764.1,"ABC transporter permease","n.a"
NWMN_RS05355,NC_009641.1,-,1061008,1062705,n.a,false,WP_000811375.1,"ribonuclease J","n.a"
NWMN_RS08460,NC_009641.1,-,1668169,1668921,n.a,false,WP_001548981.1,"enterotoxin","n.a"
NWMN_RS05665,NC_009641.1,+,1110575,1110982,n.a,false,WP_000401950.1,"RusA family crossover junction endodeoxyribonuclease","n.a"
NWMN_RS02440,NC_009641.1,+,483266,483751,n.a,false,WP_000183669.1,"GNAT family N_acetyltransferase","n.a"
NWMN_RS04630,NC_009641.1,-,906085,907581,n.a,false,WP_000573077.1,"Na+/H+ antiporter subunit D","n.a"
NWMN_RS09305,NC_009641.1,-,1854096,1854215,n.a,false,WP_001790712.1,"hypothetical protein","n.a"
NWMN_RS09295,NC_009641.1,-,,1852919,n.a,true,n.a,"transposase","n.a"
NWMN_RS09500,NC_009641.1,-,1887940,1888125,n.a,false,WP_000809857.1,"hypothetical protein","n.a"
NWMN_RS07070,NC_009641.1,+,1375780,1376013,n.a,false,WP_000499647.1,"hypothetical protein","n.a"
NWMN_RS09400,NC_009641.1,+,1869894,1870247,n.a,false,WP_000623471.1,"CrcB family protein","n.a"
NWMN_RS08095,NC_009641.1,-,1605003,1606064,n.a,false,WP_000087107.1,"aminopeptidase P family protein","n.a"
NWMN_RS14680,NC_009641.1,+,2826711,2827070,n.a,false,WP_000603480.1,"hypothetical protein","n.a"
NWMN_RS03870,NC_009641.1,+,765113,765319,n.a,false,WP_001790169.1,"hypothetical protein","n.a"
NWMN_RS01070,NC_009641.1,+,246982,248670,n.a,false,WP_000240920.1,"CDP_glycerol glycerophosphotransferase family protein","n.a"
NWMN_RS12445,NC_009641.1,-,2378252,2380387,n.a,false,WP_000838479.1,"DNA topoisomerase III","n.a"
NWMN_RS06615,NC_009641.1,+,1287514,1289217,n.a,false,WP_000814103.1,"proline__tRNA ligase","n.a"
NWMN_RS12755,NC_009641.1,-,2433063,2433986,n.a,false,WP_001792529.1,"transcriptional regulator","n.a"
NWMN_RS08640,NC_009641.1,-,1709135,1709395,yajC,false,WP_001160682.1,"preprotein translocase subunit YajC","n.a"
NWMN_RS13385,NC_009641.1,-,2555155,2555841,bioD,false,WP_001217917.1,"dethiobiotin synthase","n.a"
NWMN_RS09070,NC_009641.1,+,1794725,1796329,n.a,false,WP_000808845.1,"phosphoglycerate dehydrogenase","n.a"
NWMN_RS07415,NC_009641.1,+,1447663,1448799,n.a,false,WP_000138413.1,"toxic anion resistance protein","n.a"
NWMN_RS11230,NC_009641.1,+,2154351,2154458,n.a,false,WP_001790167.1,"hypothetical protein","n.a"
NWMN_RS04075,NC_009641.1,+,806919,807491,raiA,false,WP_000617735.1,"ribosome_associated translation inhibitor RaiA","n.a"
NWMN_RS11035,NC_009641.1,-,2124851,2125012,n.a,false,WP_000066017.1,"DUF1270 domain_containing protein","n.a"
NWMN_RS05305,NC_009641.1,+,1051190,1052485,n.a,false,WP_000009069.1,"hypothetical protein","n.a"
NWMN_RS00500,NC_009641.1,+,111865,113400,n.a,false,WP_000065035.1,"bifunctional metallophosphatase/5'_nucleotidase","n.a"
NWMN_RS14925,NC_009641.1,-,2870910,2871479,n.a,false,WP_001054118.1,"helix_turn_helix domain_containing protein","n.a"
NWMN_RS11315,NC_009641.1,+,2171168,2172937,ilvB,false,WP_000047820.1,"biosynthetic_type acetolactate synthase large subunit","n.a"
NWMN_RS12660,NC_009641.1,+,2414189,2415025,n.a,false,WP_000344352.1,"urease accessory protein UreD","n.a"
NWMN_RS13315,NC_009641.1,+,2542327,2542431,n.a,false,WP_000762708.1,"hypothetical protein","n.a"
NWMN_RS00475,NC_009641.1,-,106484,107299,phnE,false,WP_000191092.1,"phosphonate ABC transporter; permease protein PhnE","n.a"
NWMN_RS04405,NC_009641.1,+,868985,869371,n.a,false,WP_001018962.1,"topiosmerase","n.a"
NWMN_RS08440,NC_009641.1,-,1666151,1666678,n.a,false,WP_000524902.1,"YqeG family HAD IIIA_type phosphatase","n.a"
NWMN_RS10545,NC_009641.1,-,2041451,2042812,n.a,false,WP_001147868.1,"23S rRNA (uracil(1939)_C(5))_methyltransferase RlmD","n.a"
NWMN_RS03835,NC_009641.1,-,759871,760455,n.a,false,WP_000637687.1,"hypothetical protein","n.a"
NWMN_RS02545,NC_009641.1,+,510659,510988,n.a,false,WP_000781979.1,"hypothetical protein","n.a"
NWMN_RS02365,NC_009641.1,+,468675,471380,n.a,false,WP_000211540.1,"YbcC family protein","n.a"
NWMN_RS06480,NC_009641.1,+,1260155,1260658,rimM,false,WP_001261987.1,"ribosome maturation factor RimM","n.a"
NWMN_RS12360,NC_009641.1,-,2369224,2369409,n.a,false,WP_001140799.1,"type Z 30S ribosomal protein S14","n.a"
NWMN_RS01365,NC_009641.1,-,300845,301669,n.a,false,WP_000659770.1,"formate/nitrite transporter family protein","n.a"
NWMN_RS14905,NC_009641.1,+,,2868984,n.a,true,n.a,"IS30 family transposase","n.a"
NWMN_RS06800,NC_009641.1,+,1334891,1336564,n.a,false,WP_001218600.1,"glycerol_3_phosphate dehydrogenase/oxidase","n.a"
NWMN_RS09285,NC_009641.1,-,1851286,1851687,n.a,false,WP_000757543.1,"MarR family transcriptional regulator","n.a"
NWMN_RS13810,NC_009641.1,-,2642311,2643669,n.a,false,WP_000481425.1,"gluconate permease","n.a"
NWMN_RS03530,NC_009641.1,+,703160,703522,n.a,false,WP_001124167.1,"PTS_dependent dihydroxyacetone kinase phosphotransferase subunit DhaM","n.a"
NWMN_RS06865,NC_009641.1,+,1347446,1347631,n.a,false,WP_000006110.1,"hypothetical protein","n.a"
NWMN_RS12555,NC_009641.1,-,2396119,2396604,mobB,false,WP_000602937.1,"molybdopterin_guanine dinucleotide biosynthesis protein B","n.a"
NWMN_RS04540,NC_009641.1,+,890897,891049,n.a,false,WP_000837752.1,"teichoic acid D_Ala incorporation_associated protein DltX","n.a"
NWMN_RS12335,NC_009641.1,-,2367127,2367306,rpmD,false,WP_001096577.1,"50S ribosomal protein L30","n.a"
NWMN_RS01805,NC_009641.1,+,366725,367726,n.a,false,WP_000240058.1,"LLM class flavin_dependent oxidoreductase","n.a"
NWMN_RS12130,NC_009641.1,-,2334367,2335347,n.a,false,WP_000047009.1,"tagatose_bisphosphate aldolase","n.a"
NWMN_RS14720,NC_009641.1,+,2832767,2834005,pgaC,false,WP_001159430.1,"poly_beta_1;6 N_acetyl_D_glucosamine synthase","n.a"
NWMN_RS09820,NC_009641.1,-,1944753,1946138,fumC,false,WP_000116224.1,"class II fumarate hydratase","n.a"
NWMN_RS05085,NC_009641.1,+,1006392,1007351,n.a,false,WP_001081351.1,"ABC transporter substrate_binding protein","n.a"
NWMN_RS08590,NC_009641.1,-,1694873,1695646,n.a,false,WP_000682646.1,"tRNA threonylcarbamoyladenosine dehydratase","n.a"
NWMN_RS14170,NC_009641.1,-,2715080,2716891,n.a,false,WP_000379821.1,"O_acetyltransferase OatA","n.a"
NWMN_RS05145,NC_009641.1,-,1017727,1018881,n.a,false,WP_000777581.1,"aminotransferase class I/II_fold pyridoxal phosphate_dependent enzyme","n.a"
NWMN_RS13685,NC_009641.1,-,2612239,2612934,n.a,false,WP_000217466.1,"oxidoreductase","n.a"
NWMN_RS06170,NC_009641.1,+,1192053,1192484,n.a,false,WP_000480800.1,"division/cell wall cluster transcriptional repressor MraZ","n.a"
NWMN_RS00690,NC_009641.1,-,157182,157661,n.a,false,WP_001802886.1,"YagU family protein","n.a"
NWMN_RS00415,NC_009641.1,+,94488,95180,n.a,false,WP_000736084.1,"sugar transferase","n.a"
NWMN_RS10300,NC_009641.1,-,2009491,2009685,n.a,false,WP_000983954.1,"hypothetical protein","n.a"
NWMN_RS04765,NC_009641.1,-,942088,942957,n.a,false,WP_001047066.1,"LysR family transcriptional regulator","n.a"
NWMN_RS02255,NC_009641.1,+,447091,448647,n.a,false,WP_000028628.1,"type I restriction_modification system subunit M","n.a"
NWMN_RS01355,NC_009641.1,+,299704,300078,n.a,false,WP_000822161.1,"DUF4467 domain_containing protein","n.a"
NWMN_RS05225,NC_009641.1,+,1036095,1036577,purE,false,WP_000861572.1,"5_(carboxyamino)imidazole ribonucleotide mutase","n.a"
NWMN_RS06045,NC_009641.1,+,1173576,1173926,n.a,false,WP_000669537.1,"complement inhibitor SCIN_B","n.a"
NWMN_RS05620,NC_009641.1,+,1105075,1105554,n.a,false,WP_000002516.1,"siphovirus Gp157 family protein","n.a"
NWMN_RS13220,NC_009641.1,-,2526690,2527004,nirD,false,WP_000448222.1,"nitrite reductase small subunit NirD","n.a"
NWMN_RS01700,NC_009641.1,+,345233,345658,n.a,false,WP_000270192.1,"DUF3168 domain_containing protein","n.a"
NWMN_RS06025,NC_009641.1,-,1171035,1171127,n.a,false,WP_001791789.1,"hypothetical protein","n.a"
NWMN_RS02825,NC_009641.1,-,555714,556928,n.a,false,WP_000547794.1,"NupC/NupG family nucleoside CNT transporter","n.a"
NWMN_RS09505,NC_009641.1,-,1888127,1888303,n.a,false,WP_000375476.1,"hypothetical protein","n.a"
NWMN_RS12380,NC_009641.1,-,2370751,2371014,rpsQ,false,WP_000004086.1,"30S ribosomal protein S17","n.a"
NWMN_RS10775,NC_009641.1,+,2088050,2088297,n.a,true,n.a,"sphingomyelin phosphodiesterase","n.a"
NWMN_RS01440,NC_009641.1,-,317090,318403,n.a,false,WP_001077722.1,"YjiH family protein","n.a"
NWMN_RS00555,NC_009641.1,+,123439,124467,n.a,false,WP_000459054.1,"NAD_dependent epimerase/dehydratase family protein","n.a"
NWMN_RS01505,NC_009641.1,+,326588,326749,n.a,false,WP_000066021.1,"DUF1270 family protein","n.a"
NWMN_RS10515,NC_009641.1,-,2036318,2037631,n.a,false,WP_001250336.1,"Mur ligase family protein","n.a"
NWMN_RS05590,NC_009641.1,+,1102614,1103402,n.a,false,WP_001148566.1,"phage antirepressor KilAC domain_containing protein","n.a"
NWMN_RS02345,NC_009641.1,-,464009,464269,n.a,false,WP_001795576.1,"hypothetical protein","n.a"
NWMN_RS11430,NC_009641.1,-,2193212,2194360,alr,false,WP_001281145.1,"alanine racemase","n.a"
NWMN_RS07145,NC_009641.1,+,1394152,1396554,n.a,false,WP_001289569.1,"DNA topoisomerase IV subunit A","n.a"
NWMN_RS00965,NC_009641.1,-,226397,226570,n.a,false,WP_000773989.1,"hypothetical protein","n.a"
NWMN_RS09870,NC_009641.1,+,1954178,1955497,n.a,false,WP_001808146.1,"ISL3_like element IS1181 family transposase","n.a"
NWMN_RS10860,NC_009641.1,-,2100098,2101582,n.a,false,WP_000567413.1,"phage tail protein","n.a"
NWMN_RS02990,NC_009641.1,+,594401,595366,n.a,false,WP_000723301.1,"NAD_dependent epimerase/dehydratase family protein","n.a"
NWMN_RS10350,NC_009641.1,-,2012737,2013507,n.a,false,WP_000190223.1,"hypothetical protein","n.a"
NWMN_RS07745,NC_009641.1,-,1542165,1543229,n.a,false,WP_000776323.1,"3_dehydroquinate synthase","n.a"
NWMN_RS04660,NC_009641.1,+,912328,912705,n.a,false,WP_001067294.1,"S1 RNA_binding domain_containing protein","n.a"
NWMN_RS09330,NC_009641.1,-,1857758,1858789,ribD,false,WP_000384181.1,"bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5_amino_6_(5_phosphoribosylamino)uracil reductase RibD","n.a"
NWMN_RS09325,NC_009641.1,-,1857119,1857751,n.a,false,WP_000493892.1,"riboflavin synthase","n.a"
NWMN_RS07105,NC_009641.1,+,1380912,1383941,n.a,false,WP_000803164.1,"SMC family ATPase","n.a"
NWMN_RS12585,NC_009641.1,-,2400736,2401407,modB,false,WP_001113093.1,"molybdate ABC transporter permease subunit","n.a"
NWMN_RS03440,NC_009641.1,+,684492,685136,n.a,false,WP_000954654.1,"metal_dependent transcriptional regulator","n.a"
NWMN_RS12010,NC_009641.1,-,2309547,2310062,n.a,false,WP_000147094.1,"metal_dependent hydrolase","n.a"
NWMN_RS02815,NC_009641.1,+,554055,554942,pdxS,false,WP_000034728.1,"pyridoxal 5'_phosphate synthase lyase subunit PdxS","n.a"
NWMN_RS04165,NC_009641.1,+,827548,828492,whiA,false,WP_000006551.1,"DNA_binding protein WhiA","n.a"
NWMN_RS14845,NC_009641.1,-,2856874,2857641,n.a,false,WP_000949560.1,"hypothetical protein","n.a"
NWMN_RS06015,NC_009641.1,+,1170028,1170195,n.a,false,WP_001791787.1,"hypothetical protein","n.a"
NWMN_RS05585,NC_009641.1,+,1102380,1102598,n.a,false,WP_001198673.1,"helix_turn_helix transcriptional regulator","n.a"
NWMN_RS15130,NC_009641.1,-,472133,472549,n.a,false,WP_001789536.1,"hypothetical protein","n.a"
NWMN_RS00885,NC_009641.1,+,205885,208134,pflB,false,WP_000894660.1,"formate C_acetyltransferase","n.a"
NWMN_RS07970,NC_009641.1,+,1580347,1581831,n.a,false,WP_000105070.1,"glucose_6_phosphate dehydrogenase","n.a"
NWMN_RS04015,NC_009641.1,+,794682,795560,n.a,false,WP_000724887.1,"EMYY motif lipoprotein","n.a"
NWMN_RS14260,NC_009641.1,-,2731594,2731890,n.a,false,WP_000447710.1,"DUF4176 domain_containing protein","n.a"
NWMN_RS14545,NC_009641.1,-,2784347,2785288,arcC,false,WP_000660034.1,"carbamate kinase","n.a"
NWMN_RS02640,NC_009641.1,+,523520,524872,glmU,false,WP_001252529.1,"bifunctional UDP_N_acetylglucosamine diphosphorylase/glucosamine_1_phosphate N_acetyltransferase GlmU","n.a"
NWMN_RS03975,NC_009641.1,+,788332,788487,n.a,false,WP_000499195.1,"hypothetical protein","n.a"
NWMN_RS12810,NC_009641.1,-,2441978,2442613,n.a,false,WP_000285450.1,"HAD family hydrolase","n.a"
NWMN_RS02360,NC_009641.1,+,467178,468662,n.a,false,WP_000948279.1,"NADH dehydrogenase subunit 5","n.a"
NWMN_RS07755,NC_009641.1,-,1544806,1545006,n.a,false,WP_000789522.1,"hypothetical protein","n.a"
NWMN_RS15790,NC_009641.1,-,,2534978,n.a,true,n.a,"hypothetical protein","n.a"
NWMN_RS07950,NC_009641.1,-,1577032,1577280,n.a,false,WP_000995800.1,"hypothetical protein","n.a"
NWMN_RS12325,NC_009641.1,-,2365378,2366670,secY,false,WP_000616784.1,"preprotein translocase subunit SecY","n.a"
